"site","julian","date","depth_ft","min","flow10","flow25","flow50","flow75","flow90","max","Nobs","startYr","endYr","date2","month"
"6804804",350,"Dec-17",NA,69.94,72.592,76.57,83.2,86.45,88.4,89.7,3,2011,2023,2023-12-17,NA
"6804804",351,"Dec-18",NA,87.11,87.11,87.11,87.11,87.11,87.11,87.11,1,2011,2023,2023-12-18,NA
"6804804",356,"Dec-23",NA,78.76,78.76,78.76,78.76,78.76,78.76,78.76,1,2011,2023,2023-12-23,NA
"6804804",361,"Dec-28",NA,68.59,70.151,72.4925,76.395,80.2975,82.639,84.2,2,2011,2023,2023-12-28,NA
"6804804",362,"Dec-29",NA,71.63,73.312,75.835,80.04,84.245,86.768,88.45,2,2011,2023,2023-12-29,NA
"6804804",363,"Dec-30",NA,61,64.544,69.86,83.34,85.8,88.236,89.86,5,2011,2023,2023-12-30,NA
"6804804",364,"Dec-31",NA,80.77,81.409,82.3675,83.965,85.5625,86.521,87.16,2,2011,2023,2023-12-31,NA
"6804809",12,"Jan-13",NA,68,68,68,68,68,68,68,1,2005,2023,2023-01-13,NA
"6804809",13,"Jan-14",NA,69.67,69.67,69.67,69.67,69.67,69.67,69.67,1,2005,2023,2023-01-14,NA
"6804809",14,"Jan-15",NA,66.92,68.168,70.04,71.29,71.6,71.78,71.9,4,2005,2023,2023-01-15,NA
"6804809",15,"Jan-16",NA,71.6,71.78,72.05,72.345,72.5925,72.777,72.9,4,2005,2023,2023-01-16,NA
"6804809",16,"Jan-17",NA,64.15,65.716,68.065,71.98,72.13,72.22,72.28,3,2005,2023,2023-01-17,NA
"6804809",17,"Jan-18",73.35,67.97,68.508,69.315,70.66,72.005,72.812,73.35,2,2005,2023,2023-01-18,"Jan"
"6804809",18,"Jan-19",NA,71.55,71.55,71.55,71.55,71.55,71.55,71.55,1,2005,2023,2023-01-19,NA
"6804809",19,"Jan-20",NA,70,70.175,70.4375,70.875,71.3125,71.575,71.75,2,2005,2023,2023-01-20,NA
"6804809",27,"Jan-28",NA,70.62,70.62,70.62,70.62,70.62,70.62,70.62,1,2005,2023,2023-01-28,NA
"6804809",28,"Jan-29",NA,65.4,65.685,66.1125,68.655,71.2475,71.765,72.11,4,2005,2023,2023-01-29,NA
"6804809",29,"Jan-30",NA,68.97,68.97,68.97,68.97,68.97,68.97,68.97,1,2005,2023,2023-01-30,NA
"6804809",30,"Jan-31",72.9,66.23,66.382,66.61,72.56,72.9,72.96,73,5,2005,2023,2023-01-31,"Jan"
"6804809",31,"Feb-01",NA,67.67,69.385,71.1575,71.365,71.4,74.825,78.25,6,2005,2023,2023-02-01,NA
"6804809",42,"Feb-12",NA,67.25,68.576,70.565,71.925,74.16,77.724,80.1,4,2005,2023,2023-02-12,NA
"6804809",43,"Feb-13",NA,60.9,61.755,63.0375,65.175,67.3125,68.595,69.45,2,2005,2023,2023-02-13,NA
"6804809",44,"Feb-14",NA,66,67.07,68.675,71.35,72.125,72.59,72.9,3,2005,2023,2023-02-14,NA
"6804809",45,"Feb-15",NA,71.59,71.656,71.755,71.92,72.085,72.184,72.25,2,2005,2023,2023-02-15,NA
"6804809",46,"Feb-16",73.08,65.83,65.92,67.4,71.785,72.1875,72.665,73.08,6,2005,2023,2023-02-16,"Feb"
"6804809",47,"Feb-17",NA,71.02,71.02,71.02,71.02,71.02,71.02,71.02,1,2005,2023,2023-02-17,NA
"6804809",55,"Feb-25",NA,68.28,68.28,68.28,68.28,68.28,68.28,68.28,1,2005,2023,2023-02-25,NA
"6804809",56,"Feb-26",NA,71.02,71.141,71.3225,71.625,71.9275,72.109,72.23,2,2005,2023,2023-02-26,NA
"6804809",57,"Feb-27",NA,62,62.771,63.9275,65.855,67.7825,68.939,69.71,2,2005,2023,2023-02-27,NA
"6804809",58,"Feb-28",73.28,66.22,67.831,70.2475,72.395,73.22,73.256,73.28,4,2005,2023,2023-02-28,"Feb"
"6804809",59,"Mar-01",NA,64.79,67.418,70.4,71.68,72.48,72.564,72.6,7,2005,2023,2023-03-01,NA
"6804809",60,"Mar-02",NA,69.35,69.585,69.9375,70.525,71.1125,71.465,71.7,2,2005,2023,2023-03-02,NA
"6804809",71,"Mar-13",NA,67.1,67.1,67.1,67.1,67.1,67.1,67.1,1,2005,2023,2023-03-13,NA
"6804809",73,"Mar-15",73.1,71.98,72.187,72.4975,72.7,72.8225,72.989,73.1,4,2005,2023,2023-03-15,"Mar"
"6804809",74,"Mar-16",NA,65,65.125,65.3475,68.52,71.475,71.53,71.56,6,2005,2023,2023-03-16,NA
"6804809",75,"Mar-17",NA,66.83,67.33,68.08,70.98,71.1,71.718,72.13,5,2005,2023,2023-03-17,NA
"6804809",76,"Mar-18",NA,71.55,71.735,72.0125,72.475,72.9375,73.215,73.4,2,2005,2023,2023-03-18,NA
"6804809",87,"Mar-29",NA,68.87,69.698,70.94,72.045,72.5075,72.593,72.65,4,2005,2023,2023-03-29,NA
"6804809",88,"Mar-30",73.2,67.52,68.088,68.94,70.36,71.78,72.632,73.2,2,2005,2023,2023-03-30,"Mar"
"6804809",89,"Mar-31",NA,62,64.643,68.6075,71.215,71.8175,72.173,72.41,4,2005,2023,2023-03-31,NA
"6804809",90,"Apr-01",NA,65.6,65.75,66.04,71.49,72.25,72.938,73.1,7,2005,2023,2023-04-01,NA
"6804809",91,"Apr-02",NA,71.2,71.2,71.2,71.2,71.2,71.2,71.2,1,2005,2023,2023-04-02,NA
"6804809",100,"Apr-11",NA,71.97,71.97,71.97,71.97,71.97,71.97,71.97,1,2005,2023,2023-04-11,NA
"6804809",101,"Apr-12",NA,67.17,67.17,67.17,67.17,67.17,67.17,67.17,1,2005,2023,2023-04-12,NA
"6804809",102,"Apr-13",NA,67.98,67.98,67.98,67.98,67.98,67.98,67.98,1,2005,2023,2023-04-13,NA
"6804809",103,"Apr-14",73.31,73.31,73.31,73.31,73.31,73.31,73.31,73.31,1,2005,2023,2023-04-14,"Apr"
"6804809",104,"Apr-15",NA,67.29,67.698,68.31,69.33,70.35,70.962,71.37,2,2005,2023,2023-04-15,NA
"6804809",105,"Apr-16",NA,61.33,65.131,69.7825,72.29,73.04,74.306,76.42,8,2005,2023,2023-04-16,NA
"6804809",106,"Apr-17",NA,67.8,68.52,69.6,71.4,71.685,71.856,71.97,3,2005,2023,2023-04-17,NA
"6804809",107,"Apr-18",NA,71.31,71.31,71.31,71.31,71.31,71.31,71.31,1,2005,2023,2023-04-18,NA
"6804809",115,"Apr-26",NA,71.95,71.95,71.95,71.95,71.95,71.95,71.95,1,2005,2023,2023-04-26,NA
"6804809",117,"Apr-28",73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,1,2005,2023,2023-04-28,"Apr"
"6804809",118,"Apr-29",NA,67.6,67.73,67.925,68.25,70.73,72.218,73.21,3,2005,2023,2023-04-29,NA
"6804809",119,"Apr-30",NA,62.4,65.372,69.83,72.06,72.71,73.124,73.4,5,2005,2023,2023-04-30,NA
"6804809",120,"May-01",NA,65.17,65.935,66.925,69.885,72.8,73.13,73.25,6,2005,2023,2023-05-01,NA
"6804809",121,"May-02",NA,71.35,71.395,71.4625,71.575,71.6875,71.755,71.8,2,2005,2023,2023-05-02,NA
"6804809",132,"May-13",NA,74.01,74.01,74.01,74.01,74.01,74.01,74.01,1,2005,2023,2023-05-13,NA
"6804809",133,"May-14",NA,72.07,72.131,72.2225,72.375,72.5275,72.619,72.68,2,2005,2023,2023-05-14,NA
"6804809",134,"May-15",NA,67.5,67.562,67.655,67.81,67.965,68.058,68.12,2,2005,2023,2023-05-15,NA
"6804809",135,"May-16",NA,62.5,65.069,68.375,70.915,72.0125,73.166,73.6,8,2005,2023,2023-05-16,NA
"6804809",136,"May-17",NA,67.92,68.552,69.5,71.08,71.14,71.176,71.2,3,2005,2023,2023-05-17,NA
"6804809",137,"May-18",73.37,63.45,64.442,65.93,68.41,70.89,72.378,73.37,2,2005,2023,2023-05-18,"May"
"6804809",146,"May-27",NA,71.3,71.3,71.3,71.3,71.3,71.3,71.3,1,2005,2023,2023-05-27,NA
"6804809",147,"May-28",NA,72.15,72.16,72.175,72.2,72.225,72.24,72.25,2,2005,2023,2023-05-28,NA
"6804809",148,"May-29",NA,65.1,65.1,65.1,65.1,65.1,65.1,65.1,1,2005,2023,2023-05-29,NA
"6804809",149,"May-30",NA,54.79,57.682,62.02,65.84,68.8375,71.695,73.6,4,2005,2023,2023-05-30,NA
"6804809",150,"May-31",NA,69.67,70.106,70.76,71.85,72.025,72.13,72.2,3,2005,2023,2023-05-31,NA
"6804809",151,"Jun-01",72.86,61.25,65.238,71.22,72.6,72.83,72.848,72.86,5,2005,2023,2023-06-01,"May"
"6804809",152,"Jun-02",NA,56.89,58.005,59.6775,62.465,65.2525,66.925,68.04,2,2005,2023,2023-06-02,NA
"6804809",164,"Jun-14",NA,69.12,69.72,70.62,72.12,72.125,72.128,72.13,3,2005,2023,2023-06-14,NA
"6804809",165,"Jun-15",NA,70.25,70.25,70.25,70.25,70.25,70.25,70.25,1,2005,2023,2023-06-15,NA
"6804809",166,"Jun-16",72.9,60.9,62.99,66.4225,71.56,72.8425,73.4,73.9,6,2005,2023,2023-06-16,"Jun"
"6804809",167,"Jun-17",NA,57.81,63.252,67.54,68.92,72.03,72.706,73,7,2005,2023,2023-06-17,NA
"6804809",168,"Jun-18",NA,65.86,65.86,65.86,65.86,65.86,65.86,65.86,1,2005,2023,2023-06-18,NA
"6804809",178,"Jun-28",NA,70.13,70.464,70.965,71.8,72.1,72.28,72.4,3,2005,2023,2023-06-28,NA
"6804809",179,"Jun-29",NA,70.09,70.09,70.09,70.09,70.09,70.09,70.09,1,2005,2023,2023-06-29,NA
"6804809",180,"Jun-30",NA,63.76,64.831,66.4375,69.61,72.555,73.752,74.55,4,2005,2023,2023-06-30,NA
"6804809",181,"Jul-01",73.19,66.17,67.367,68.8475,70.28,72.92,73.403,73.9,8,2005,2023,2023-07-01,"Jun"
"6804809",182,"Jul-02",NA,65.4,66.17,67.325,69.25,71.175,72.33,73.1,2,2005,2023,2023-07-02,NA
"6804809",195,"Jul-15",NA,67.54,68.074,68.875,70.21,71.545,72.346,72.88,2,2005,2023,2023-07-15,NA
"6804809",196,"Jul-16",NA,64.92,66.288,68.34,72.69,72.92,73.568,74,5,2005,2023,2023-07-16,NA
"6804809",197,"Jul-17",NA,66.75,67.43,68.45,71.4,72.28,72.772,73.1,5,2005,2023,2023-07-17,NA
"6804809",198,"Jul-18",NA,71.23,71.294,71.39,71.55,71.71,71.806,71.87,2,2005,2023,2023-07-18,NA
"6804809",199,"Jul-19",NA,70.83,71.011,71.2825,71.735,72.1875,72.459,72.64,2,2005,2023,2023-07-19,NA
"6804809",208,"Jul-28",NA,71.08,71.08,71.08,71.08,71.08,71.08,71.08,1,2005,2023,2023-07-28,NA
"6804809",209,"Jul-29",NA,73.1,73.1,73.1,73.1,73.1,73.1,73.1,1,2005,2023,2023-07-29,NA
"6804809",210,"Jul-30",NA,67.75,68.164,68.785,69.82,71.285,72.164,72.75,3,2005,2023,2023-07-30,NA
"6804809",211,"Jul-31",NA,67.85,68.12,68.525,69.2,69.875,70.28,70.55,2,2005,2023,2023-07-31,NA
"6804809",212,"Aug-01",NA,60.5,68.06,71.675,72.575,73.205,73.475,74,8,2005,2023,2023-08-01,NA
"6804809",213,"Aug-02",NA,71.23,71.387,71.6225,72.015,72.4075,72.643,72.8,2,2005,2023,2023-08-02,NA
"6804809",225,"Aug-14",NA,71.78,71.78,71.78,71.78,71.78,71.78,71.78,1,2005,2023,2023-08-14,NA
"6804809",226,"Aug-15",NA,72.55,72.715,72.9625,73.375,73.7875,74.035,74.2,2,2005,2023,2023-08-15,NA
"6804809",227,"Aug-16",NA,65.42,67.192,69.85,72.44,72.71,73.136,73.42,5,2005,2023,2023-08-16,NA
"6804809",228,"Aug-17",NA,68.57,68.918,70.155,72.51,72.9,73.1,73.4,7,2005,2023,2023-08-17,NA
"6804809",229,"Aug-18",NA,69.08,69.327,69.6975,70.315,70.9325,71.303,71.55,2,2005,2023,2023-08-18,NA
"6804809",239,"Aug-28",NA,72.68,72.68,72.68,72.68,72.68,72.68,72.68,1,2005,2023,2023-08-28,NA
"6804809",240,"Aug-29",NA,71.76,72.004,72.37,72.98,73.59,73.956,74.2,2,2005,2023,2023-08-29,NA
"6804809",241,"Aug-30",NA,70.45,70.912,71.605,72.76,72.805,72.832,72.85,3,2005,2023,2023-08-30,NA
"6804809",242,"Aug-31",NA,69.12,70.22,71.44,72.09,73.0625,73.48,73.67,6,2005,2023,2023-08-31,NA
"6804809",243,"Sep-01",NA,61.4,63.71,67.175,69.685,70.96,72.202,73.03,4,2005,2023,2023-09-01,NA
"6804809",255,"Sep-13",NA,70,70.111,70.2775,70.555,70.8325,70.999,71.11,2,2005,2023,2023-09-13,NA
"6804809",256,"Sep-14",NA,72.55,72.55,72.55,72.55,72.55,72.55,72.55,1,2005,2023,2023-09-14,NA
"6804809",257,"Sep-15",NA,74.23,74.23,74.23,74.23,74.23,74.23,74.23,1,2005,2023,2023-09-15,NA
"6804809",258,"Sep-16",NA,63.7,67.55,70.0475,72.54,73.3725,73.572,73.67,8,2005,2023,2023-09-16,NA
"6804809",259,"Sep-17",NA,66.75,67.806,69.39,69.42,71.5,72.406,73.01,5,2005,2023,2023-09-17,NA
"6804809",268,"Sep-26",NA,73,73,73,73,73,73,73,1,2005,2023,2023-09-26,NA
"6804809",269,"Sep-27",NA,65.33,65.33,65.33,65.33,65.33,65.33,65.33,1,2005,2023,2023-09-27,NA
"6804809",270,"Sep-28",NA,72.61,72.61,72.61,72.61,72.61,72.61,72.61,1,2005,2023,2023-09-28,NA
"6804809",271,"Sep-29",NA,71.7,71.991,72.4275,73.155,73.8825,74.319,74.61,2,2005,2023,2023-09-29,NA
"6804809",272,"Sep-30",NA,70.78,71.028,71.4,72.02,72.64,73.012,73.26,2,2005,2023,2023-09-30,NA
"6804809",273,"Oct-01",NA,66.9,67.23,67.915,69.92,71.975,73.452,73.5,7,2005,2023,2023-10-01,NA
"6804809",274,"Oct-02",NA,70.13,70.407,70.8225,71.515,72.2075,72.623,72.9,2,2005,2023,2023-10-02,NA
"6804809",286,"Oct-14",NA,72.6,72.6,72.6,72.6,72.6,72.6,72.6,1,2005,2023,2023-10-14,NA
"6804809",287,"Oct-15",NA,67.54,68.106,68.955,70.37,71.785,72.634,73.2,2,2005,2023,2023-10-15,NA
"6804809",288,"Oct-16",NA,66.26,66.404,67,68.43,73.365,74.708,76.55,7,2005,2023,2023-10-16,NA
"6804809",289,"Oct-17",NA,65.33,68.365,71.5175,71.96,74.03,74.96,75.23,6,2005,2023,2023-10-17,NA
"6804809",290,"Oct-18",NA,71.33,71.33,71.33,71.33,71.33,71.33,71.33,1,2005,2023,2023-10-18,NA
"6804809",300,"Oct-28",NA,73.02,73.02,73.02,73.02,73.02,73.02,73.02,1,2005,2023,2023-10-28,NA
"6804809",301,"Oct-29",NA,65.15,66.006,67.29,69.43,71.075,72.062,72.72,3,2005,2023,2023-10-29,NA
"6804809",302,"Oct-30",NA,69.25,69.786,70.59,71.93,73.27,74.074,74.61,2,2005,2023,2023-10-30,NA
"6804809",303,"Oct-31",NA,62.02,62.652,63.6,71.38,71.45,72.632,73.42,5,2005,2023,2023-10-31,NA
"6804809",304,"Nov-01",NA,68.8,69.76,71.2,72.585,73.8325,75.025,75.82,4,2005,2023,2023-11-01,NA
"6804809",305,"Nov-02",NA,71.45,71.615,71.8625,72.275,72.6875,72.935,73.1,2,2005,2023,2023-11-02,NA
"6804809",317,"Nov-14",NA,65.2,65.257,65.3425,65.485,65.6275,65.713,65.77,2,2005,2023,2023-11-14,NA
"6804809",318,"Nov-15",NA,71.72,71.976,72.36,73,74.465,75.344,75.93,3,2005,2023,2023-11-15,NA
"6804809",319,"Nov-16",NA,65.53,66.562,69.4,71.62,72.76,73.332,73.5,9,2005,2023,2023-11-16,NA
"6804809",320,"Nov-17",NA,70.08,70.08,70.08,70.08,70.08,70.08,70.08,1,2005,2023,2023-11-17,NA
"6804809",321,"Nov-18",NA,69.95,70.296,70.815,71.68,72.175,72.472,72.67,3,2005,2023,2023-11-18,NA
"6804809",327,"Nov-24",NA,66.55,66.55,66.55,66.55,66.55,66.55,66.55,1,2005,2023,2023-11-24,NA
"6804809",329,"Nov-26",NA,69.92,69.92,69.92,69.92,69.92,69.92,69.92,1,2005,2023,2023-11-26,NA
"6804809",330,"Nov-27",NA,72,72,72,72,72,72,72,1,2005,2023,2023-11-27,NA
"6804809",331,"Nov-28",NA,75.7,75.7,75.7,75.7,75.7,75.7,75.7,1,2005,2023,2023-11-28,NA
"6804809",333,"Nov-30",NA,66.98,67.462,68.185,69.39,70.595,71.318,71.8,2,2005,2023,2023-11-30,NA
"6804809",334,"Dec-01",NA,66.8,67.616,70,70.42,72.73,73.642,74.21,9,2005,2023,2023-12-01,NA
"6804809",335,"Dec-02",NA,71.85,71.952,72.105,72.36,72.615,72.768,72.87,2,2005,2023,2023-12-02,NA
"6804809",336,"Dec-03",NA,73.2,73.2,73.2,73.2,73.2,73.2,73.2,1,2005,2023,2023-12-03,NA
"6804809",344,"Dec-11",NA,72.25,72.25,72.25,72.25,72.25,72.25,72.25,1,2005,2023,2023-12-11,NA
"6804809",346,"Dec-13",NA,66.59,67.077,67.8075,69.025,70.2425,70.973,71.46,2,2005,2023,2023-12-13,NA
"6804809",347,"Dec-14",NA,71.25,71.25,71.25,71.25,71.25,71.25,71.25,1,2005,2023,2023-12-14,NA
"6804809",348,"Dec-15",NA,68.83,69.124,69.565,70.3,71.625,72.42,72.95,3,2005,2023,2023-12-15,NA
"6804809",349,"Dec-16",NA,65.02,66.012,67.5,71.83,71.95,72.778,73.33,5,2005,2023,2023-12-16,NA
"6804809",350,"Dec-17",NA,67.88,68.972,70.61,72.8,73,73.126,73.21,5,2005,2023,2023-12-17,NA
"6804809",351,"Dec-18",NA,72.1,72.1,72.1,72.1,72.1,72.1,72.1,1,2005,2023,2023-12-18,NA
"6804809",356,"Dec-23",NA,72.42,72.42,72.42,72.42,72.42,72.42,72.42,1,2005,2023,2023-12-23,NA
"6804809",361,"Dec-28",NA,66.5,67.001,67.7525,69.005,70.2575,71.009,71.51,2,2005,2023,2023-12-28,NA
"6804809",362,"Dec-29",NA,69.12,69.539,70.1675,71.215,72.2625,72.891,73.31,2,2005,2023,2023-12-29,NA
"6804809",363,"Dec-30",NA,64.83,66.034,67.84,71.95,72.94,73.174,73.33,5,2005,2023,2023-12-30,NA
"6804809",364,"Dec-31",NA,70.73,71.062,71.56,71.83,72.18,72.672,73,5,2005,2023,2023-12-31,NA
"6804809",365,"Jan-01",NA,71.4,71.585,71.8625,72.325,72.7875,73.065,73.25,2,2005,2023,2024-01-01,NA
"6809303",12,"Jan-13",NA,769.2,769.2,769.2,769.2,769.2,769.2,769.2,1,2005,2023,2023-01-13,NA
"6809303",13,"Jan-14",NA,791.65,791.65,791.65,791.65,791.65,791.65,791.65,1,2005,2023,2023-01-14,NA
"6809303",14,"Jan-15",NA,765,765.876,767.19,771.035,777.8775,784.587,789.06,4,2005,2023,2023-01-15,NA
"6809303",15,"Jan-16",NA,732.8,737.96,745.7,753.1,762.85,774.82,782.8,4,2005,2023,2023-01-16,NA
"6809303",16,"Jan-17",NA,766.9,769.52,773.45,780,780.3,780.48,780.6,3,2005,2023,2023-01-17,NA
"6809303",17,"Jan-18",803.28,768.6,772.068,777.27,785.94,794.61,799.812,803.28,2,2005,2023,2023-01-18,"Jan"
"6809303",18,"Jan-19",NA,771.93,771.93,771.93,771.93,771.93,771.93,771.93,1,2005,2023,2023-01-19,NA
"6809303",19,"Jan-20",NA,743.75,747.817,753.9175,764.085,774.2525,780.353,784.42,2,2005,2023,2023-01-20,NA
"6809303",27,"Jan-28",NA,787.51,787.51,787.51,787.51,787.51,787.51,787.51,1,2005,2023,2023-01-28,NA
"6809303",28,"Jan-29",NA,766.5,766.89,767.475,767.82,772.66,781.336,787.12,4,2005,2023,2023-01-29,NA
"6809303",29,"Jan-30",NA,784.2,784.2,784.2,784.2,784.2,784.2,784.2,1,2005,2023,2023-01-30,NA
"6809303",30,"Jan-31",801.36,756.1,759.876,765.54,767.4,772.07,789.644,801.36,5,2005,2023,2023-01-31,"Jan"
"6809303",31,"Feb-01",NA,732.42,737.545,744.1025,759.93,777.895,781.42,782.8,6,2005,2023,2023-02-01,NA
"6809303",42,"Feb-12",NA,767.6,767.882,768.305,777.025,788.1475,792.895,796.06,4,2005,2023,2023-02-12,NA
"6809303",43,"Feb-13",NA,766.3,767.75,769.925,773.55,777.175,779.35,780.8,2,2005,2023,2023-02-13,NA
"6809303",44,"Feb-14",NA,757.3,759.008,761.57,765.84,769.745,772.088,773.65,3,2005,2023,2023-02-14,NA
"6809303",45,"Feb-15",NA,771.04,772.216,773.98,776.92,779.86,781.624,782.8,2,2005,2023,2023-02-15,NA
"6809303",46,"Feb-16",798.5,732.42,735.835,741.4375,757.8,776.6,789.05,798.5,6,2005,2023,2023-02-16,"Feb"
"6809303",47,"Feb-17",NA,780.21,780.21,780.21,780.21,780.21,780.21,780.21,1,2005,2023,2023-02-17,NA
"6809303",55,"Feb-25",NA,765.2,765.2,765.2,765.2,765.2,765.2,765.2,1,2005,2023,2023-02-25,NA
"6809303",56,"Feb-26",NA,777.8,778.614,779.835,781.87,783.905,785.126,785.94,2,2005,2023,2023-02-26,NA
"6809303",57,"Feb-27",NA,765.3,766.79,769.025,772.75,776.475,778.71,780.2,2,2005,2023,2023-02-27,NA
"6809303",58,"Feb-28",800.47,766.72,767.524,768.73,769.53,777.3625,791.227,800.47,4,2005,2023,2023-02-28,"Feb"
"6809303",59,"Mar-01",NA,733.67,738.368,754,770.36,782.5,784.492,787.03,7,2005,2023,2023-03-01,NA
"6809303",60,"Mar-02",NA,746.8,749.975,754.7375,762.675,770.6125,775.375,778.55,2,2005,2023,2023-03-02,NA
"6809303",71,"Mar-13",NA,767.57,767.57,767.57,767.57,767.57,767.57,767.57,1,2005,2023,2023-03-13,NA
"6809303",73,"Mar-15",801.55,735.42,746.082,762.075,774.78,784.3375,794.665,801.55,4,2005,2023,2023-03-15,"Mar"
"6809303",74,"Mar-16",NA,737.75,742.325,751.45,765.25,772.15,779.4,784.4,6,2005,2023,2023-03-16,NA
"6809303",75,"Mar-17",NA,766.2,770.792,777.68,779.9,784.44,786.39,787.69,5,2005,2023,2023-03-17,NA
"6809303",76,"Mar-18",NA,768.43,768.547,768.7225,769.015,769.3075,769.483,769.6,2,2005,2023,2023-03-18,NA
"6809303",87,"Mar-29",NA,766.79,768.386,770.78,775.455,780.725,784.19,786.5,4,2005,2023,2023-03-29,NA
"6809303",88,"Mar-30",801.14,765.6,769.154,774.485,783.37,792.255,797.586,801.14,2,2005,2023,2023-03-30,"Mar"
"6809303",89,"Mar-31",NA,739.08,751.116,769.17,783.255,787.355,787.436,787.49,4,2005,2023,2023-03-31,NA
"6809303",90,"Apr-01",NA,735.22,752.608,766.2,769.1,773.055,777.074,777.53,7,2005,2023,2023-04-01,NA
"6809303",91,"Apr-02",NA,746.9,746.9,746.9,746.9,746.9,746.9,746.9,1,2005,2023,2023-04-02,NA
"6809303",100,"Apr-11",NA,773,773,773,773,773,773,773,1,2005,2023,2023-04-11,NA
"6809303",101,"Apr-12",NA,767.92,767.92,767.92,767.92,767.92,767.92,767.92,1,2005,2023,2023-04-12,NA
"6809303",102,"Apr-13",NA,766.2,766.2,766.2,766.2,766.2,766.2,766.2,1,2005,2023,2023-04-13,NA
"6809303",103,"Apr-14",799.96,799.96,799.96,799.96,799.96,799.96,799.96,799.96,1,2005,2023,2023-04-14,"Apr"
"6809303",104,"Apr-15",NA,780.55,781.588,783.145,785.74,788.335,789.892,790.93,2,2005,2023,2023-04-15,NA
"6809303",105,"Apr-16",NA,735.67,740.57,759.4175,773.75,778.085,783.176,789.42,8,2005,2023,2023-04-16,NA
"6809303",106,"Apr-17",NA,747.1,751.24,757.45,767.8,775.8,780.6,783.8,3,2005,2023,2023-04-17,NA
"6809303",107,"Apr-18",NA,767.99,767.99,767.99,767.99,767.99,767.99,767.99,1,2005,2023,2023-04-18,NA
"6809303",115,"Apr-26",NA,775.03,775.03,775.03,775.03,775.03,775.03,775.03,1,2005,2023,2023-04-26,NA
"6809303",117,"Apr-28",799.52,799.52,799.52,799.52,799.52,799.52,799.52,799.52,1,2005,2023,2023-04-28,"Apr"
"6809303",118,"Apr-29",NA,766,770.736,777.84,789.68,789.83,789.92,789.98,3,2005,2023,2023-04-29,NA
"6809303",119,"Apr-30",NA,764.2,766.6,770.2,775.1,782.22,787.008,790.2,5,2005,2023,2023-04-30,NA
"6809303",120,"May-01",NA,738.4,738.865,746.2975,767.825,777.6375,782,783.3,6,2005,2023,2023-05-01,NA
"6809303",121,"May-02",NA,748.2,750.388,753.67,759.14,764.61,767.892,770.08,2,2005,2023,2023-05-02,NA
"6809303",132,"May-13",NA,790.37,790.37,790.37,790.37,790.37,790.37,790.37,1,2005,2023,2023-05-13,NA
"6809303",133,"May-14",NA,786.92,787.179,787.5675,788.215,788.8625,789.251,789.51,2,2005,2023,2023-05-14,NA
"6809303",134,"May-15",NA,767.6,768.22,769.15,770.7,772.25,773.18,773.8,2,2005,2023,2023-05-15,NA
"6809303",135,"May-16",NA,739.8,741.515,761.7125,771.52,776.3825,783.59,785.9,8,2005,2023,2023-05-16,NA
"6809303",136,"May-17",NA,747.8,753.186,761.265,774.73,779.165,781.826,783.6,3,2005,2023,2023-05-17,NA
"6809303",137,"May-18",797,764.6,767.84,772.7,780.8,788.9,793.76,797,2,2005,2023,2023-05-18,"May"
"6809303",146,"May-27",NA,786.66,786.66,786.66,786.66,786.66,786.66,786.66,1,2005,2023,2023-05-27,NA
"6809303",147,"May-28",NA,782.9,783.723,784.9575,787.015,789.0725,790.307,791.13,2,2005,2023,2023-05-28,NA
"6809303",148,"May-29",NA,765.65,765.65,765.65,765.65,765.65,765.65,765.65,1,2005,2023,2023-05-29,NA
"6809303",149,"May-30",NA,764.4,766.086,768.615,770.61,771.705,772.614,773.22,4,2005,2023,2023-05-30,NA
"6809303",150,"May-31",NA,767.1,769.124,772.16,777.22,781.71,784.404,786.2,3,2005,2023,2023-05-31,NA
"6809303",151,"Jun-01",799.02,746,746.8,748,751.2,784.9,793.372,799.02,5,2005,2023,2023-06-01,"May"
"6809303",152,"Jun-02",NA,763.6,765.342,767.955,772.31,776.665,779.278,781.02,2,2005,2023,2023-06-02,NA
"6809303",164,"Jun-14",NA,770.24,771.96,774.54,778.84,782.17,784.168,785.5,3,2005,2023,2023-06-14,NA
"6809303",165,"Jun-15",NA,783.2,783.2,783.2,783.2,783.2,783.2,783.2,1,2005,2023,2023-06-15,NA
"6809303",166,"Jun-16",800.24,743.67,746.585,750,760.75,774.65,788.22,800.24,6,2005,2023,2023-06-16,"Jun"
"6809303",167,"Jun-17",NA,755.2,755.86,762.475,778.08,788.925,795.936,798.81,7,2005,2023,2023-06-17,NA
"6809303",168,"Jun-18",NA,825.34,825.34,825.34,825.34,825.34,825.34,825.34,1,2005,2023,2023-06-18,NA
"6809303",178,"Jun-28",NA,770.5,772.642,775.855,781.21,783.205,784.402,785.2,3,2005,2023,2023-06-28,NA
"6809303",179,"Jun-29",NA,783.6,783.6,783.6,783.6,783.6,783.6,783.6,1,2005,2023,2023-06-29,NA
"6809303",180,"Jun-30",NA,743.8,752.92,766.6,780.98,791.6275,798.589,803.23,4,2005,2023,2023-06-30,NA
"6809303",181,"Jul-01",808.47,741.83,746.38,767.44,779.3,787.1525,798.803,808.47,8,2005,2023,2023-07-01,"Jun"
